"id_bnvd";"libelle_bnvd";"cas_bnvd";"index_eupdb";"libelle_eupdb";"cas_eupdb";"etat_reg_1107_2009";"date_approbation";"date_expiration_approbation";"evaluation_risque_par";"em_rapporteur";"co_em_rapporteur";"legislations_anciennes";"legislations_actives";"autorisations_pays";"autorisation_france"
"378_sub_bnvd";"forchlorfenuron";"68157-60-8";"746";"Forchlorfenuron";"68157-60-8 ";"Approuvée";"2018-06-01";"2033-05-31";"EFSA";"ES";"BE";"<a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1505911130555&uri=CELEX:32017R1511"">Reg. (EU) 2017/1511</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32013R0533:EN:NOT"">Reg. (EU) No 533/2013</a>";"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32006L0010:EN:NOT"">06/10/EC</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0540:EN:NOT"">Reg. (EU) No 540/2011</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1527576686315&uri=CELEX:32018R0679"">Reg.(EU) No 2018/679</a>";"BE, CY, EL, ES, FR, HU, IT, LU, PL, PT, SI, SK";"Oui"
"379_sub_bnvd";"formaldehyde";"50-00-0";"951
747";"Paraformaldehyde
Formaldehyde";"50-00-0";"Non approuvée";"";"";"";"";"";"";"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32002R2076:EN:NOT"">2002/2076</a>
";"";""
"380_sub_bnvd";"formetanate-chlorhydrate";"23422-53-9";"748";"Formetanate";"23422-53-9";"Approuvée";"2007-10-01";"2026-09-30";"EFSA";"ES";"EL";"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32007L0005:EN:NOT"">07/5/EC</a>";"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0540:EN:NOT"">Reg. (EU)  No 540/2011</a>; <a href=""http://data.europa.eu/eli/reg_impl/2023/918/oj"">Reg. (EU) 2023/918</a>; <a href=""http://data.europa.eu/eli/reg_impl/2025/99/oj"">Reg. (EU) 2025/99</a>";"BE, BG, CY, DE, EL, ES, IT, MT, NL, PL, PT";"Non"
"381_sub_bnvd";"formiate d'ammonium";"540-69-2";"";"";"";"";"";"";"";"";"";"";"";"";""
"382_sub_bnvd";"formiate de calcium";"544-17-2";"";"";"";"";"";"";"";"";"";"";"";"";""
"383_sub_bnvd";"fosetyl-aluminium";"39148-24-8";"751";"Fosetyl";"15845-66-6 ";"Approuvée";"2007-05-01";"2026-10-31";"EFSA";"FR";"EE";"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32006L0064:EN:NOT"">06/64/EC</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32014R0678"">Reg. (EU) No 678/2014</a>";"<a href=""http://data.europa.eu/eli/reg_impl/2023/689/oj"">Reg. (EU) 2023/689</a>; <a href=""http://data.europa.eu/eli/reg_impl/2025/99/oj"">Reg. (EU) 2025/99</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0540:EN:NOT"">Reg. (EU) No 540/2011</a>";"AT, BE, BG, CY, CZ, DE, DK, EE, EL, ES, FI, FR, HR, HU, IE, IT, LT, LU, LV, MT, NL, NO, PL, PT, RO, SE, SI, SK";"Oui"
"384_sub_bnvd";"fosetyl";"15845-66-6";"751";"Fosetyl";"15845-66-6 ";"Approuvée";"2007-05-01";"2026-10-31";"EFSA";"FR";"EE";"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32006L0064:EN:NOT"">06/64/EC</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32014R0678"">Reg. (EU) No 678/2014</a>";"<a href=""http://data.europa.eu/eli/reg_impl/2023/689/oj"">Reg. (EU) 2023/689</a>; <a href=""http://data.europa.eu/eli/reg_impl/2025/99/oj"">Reg. (EU) 2025/99</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0540:EN:NOT"">Reg. (EU) No 540/2011</a>";"AT, BE, BG, CY, CZ, DE, DK, EE, EL, ES, FI, FR, HR, HU, IE, IT, LT, LU, LV, MT, NL, NO, PL, PT, RO, SE, SI, SK";"Oui"
"385_sub_bnvd";"fosthiazate";"98886-44-3";"752";"Fosthiazate";"98886-44-3";"Approuvée";"2004-01-01";"2027-01-31";"COM";"DE";"EL";"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32003L0084:EN:NOT"">03/84/EC</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32016R0950"">Reg. (EU) 2016/950</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1505911130555&uri=CELEX:32017R1511"">Reg. (EU) 2017/1511</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1537974747851&uri=CELEX:32018R1262"">Reg. (EU) 2018/1262</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1569849607755&uri=CELEX:32019R1589"">Reg. (EU) 2019/1589</a>";"<a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1603180526907&uri=CELEX:32020R1511"">Reg. (EU) 2020/1511</a>; <a href=""http://data.europa.eu/eli/reg_impl/2021/1449/oj"">Reg. (EU) 2021/1449</a>; <a href=""http://data.europa.eu/eli/reg_impl/2022/1480/oj"">Reg. (EU) 2022/1480</a>; <a href=""http://data.europa.eu/eli/reg_impl/2023/1757/oj"">Reg. (EU) 2023/1757</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0540:EN:NOT"">Reg. (EU) No 540/2011</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32012R0823:EN:NOT"">Reg. (EU) No 823/2012</a>";"BE, BG, CY, DE, EL, ES, FR, HR, HU, IE, IT, NL, PL";"Oui"
"386_sub_bnvd";"gamma-cyhalothrine";"76703-62-3";"1211";"Gamma-cyhalothrin";"76703-62-3";"Non approuvée";"2015-04-01";"2025-03-31";"EFSA";"DE";"ES";"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32004D0686:EN:NOT"">Dossier complete 04/686/EC</a>";"<a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32020R1295&qid=1604047581955"">Reg. (EU) 2020/1295</a>; <a href=""http://data.europa.eu/eli/reg_impl/2025/1092/oj"">Reg. (EU) 2025/1092</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1425032372096&uri=CELEX:32014R1334"">Reg. (EU) No 1334/2014</a>";"AT, BE, CZ, DE, DK, EE, FI, HU, IE, LV, PL, SE, SK";"Non"
"387_sub_bnvd";"geraniol";"106-24-1";"1036";"Geraniol";"106-24-1";"Approuvée";"2013-12-01";"2026-04-30";"EFSA";"ES";"EL";"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011D0266:EN:NOT"">Dossier complete 2011/266/EU</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32007R0647:EN:NOT"">Reg. (EC) No 647/2001</a>";"<a href=""http://data.europa.eu/eli/reg_impl/2023/1757/oj"">Reg. (EU) 2023/1757</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32013R0570:EN:NOT"">Reg. (EU) No 570/2013</a>";"BE, BG, CY, CZ, DE, EL, ES, FR, IT, MT, NL, PL, PT";"Oui"
"388_sub_bnvd";"gibberellines (a4+a7)";"8030-53-3";"765";"Gibberellins";"several - see remark";"Approuvée";"2009-09-01";"2026-10-31";"COM";"SI";"SK";"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32008L0127:EN:NOT"">2008/127</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1531303737095&uri=CELEX:32017R0195"">Reg. (EU) 2017/195</a>";"<a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1599215034729&uri=CELEX:32020R1160"">Reg. (EU) 2020/1160</a>; <a href=""http://data.europa.eu/eli/reg_impl/2021/745/oj"">Reg. (EU) 2021/745</a>; <a href=""http://data.europa.eu/eli/reg_impl/2022/708/oj"">Reg. (EU) 2022/708</a>; <a href=""http://data.europa.eu/eli/reg_impl/2023/1446/oj"">Reg. (EU) 2023/1446</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0540:EN:NOT"">Reg. (EU) No 540/2011</a>";"AT, BE, CZ, DE, EL, ES, FI, FR, HR, HU, IE, IT, LU, NL, NO, PL, PT, SE, SI, SK";"Oui"
"389_sub_bnvd";"glufosinate ammonium";"77182-82-2";"79";"Glufosinate";"51276-47-2";"Non approuvée";"2007-10-01";"2018-07-31";"EFSA";"DE";"FR";"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32007L0025:EN:NOT"">07/25/EC</a>; <a href=""http://eur-lex.europa.eu/eli/reg_impl/2015/404/oj"">Reg. (EU) 2015/404</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32013R0365:EN:NOT"">Reg. (EU) No 365/2013</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0540:EN:NOT"">Reg. (EU) No 540/2011</a>";"<a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32015R0408&qid=1607349898202"">Reg (EU) 2015/408</a>; <a href=""http://data.europa.eu/eli/reg_impl/2022/801/oj"">Reg. (EU) 2022/801</a>";"";""
"390_sub_bnvd";"glutaraldehyde";"111-30-8";"1314";"Glutaraldehyde (aka glutardialdehyde)";"111-30-8";"Non approuvée";"";"";"";"";"";"";"";"";""
"391_sub_bnvd";"glyoxal";"107-22-2";"86";"Ethanedial (glyoxal)";"107-22-2";"Non approuvée";"";"";"";"";"";"";"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32007D0442:EN:NOT"">2007/442</a>";"";""
"392_sub_bnvd";"glyphosate";"1071-83-6";"811";"Glyphosate";"1071-83-6";"Approuvée";"2023-12-16";"2033-12-15";"EFSA";"AGG";"";"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32001L0099:EN:NOT"">01/99/EC</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32010L0077"">2010/77/EU</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32015R1885"">Reg. (EU) 2015/1885</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32016R1056"">Reg. (EU) 2016/1056</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32016R1313"">Reg. (EU) 2016/1313</a>";"<a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1513679672002&uri=CELEX:32017R2324"">Reg. (EU) 2017/2324</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1557739210458&uri=CELEX:32019R0724"">Reg. (EU) 2019/724</a>; <a href=""http://data.europa.eu/eli/reg_impl/2022/2364/oj"">Reg. (EU) 2022/2364</a>; <a href=""http://data.europa.eu/eli/reg_impl/2023/2660/oj"">Reg. (EU) 2023/2660</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0540:EN:NOT"">Reg. (EU) No 540/2011</a>";"AT, BE, BG, CY, CZ, DE, DK, EE, EL, ES, FI, FR, HR, HU, IE, IT, LT, LU, LV, MT, NL, NO, PL, PT, RO, SE, SI, SK";"Oui"
"393_sub_bnvd";"gomme manille";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"394_sub_bnvd";"goudron vegetal";"8011-48-1";"";"";"";"";"";"";"";"";"";"";"";"";""
"395_sub_bnvd";"goudrons de pin";"8011-48-1";"1303";"Landes pine tar";"No CAS allocated";"Non approuvée";"";"";"";"";"";"";"<a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1538036694041&uri=CELEX:32018R1294"">Reg. (EU) No 2018/1294</a>";"";""
"396_sub_bnvd";"graisse de mouton";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"397_sub_bnvd";"halauxifen-methyl";"943831-98-9";"1413";"Halauxifen-methyl";"943831-98-9";"Approuvée";"2015-08-05";"2028-01-05";"EFSA";"HU";"SE";"";"<a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32015R1165"">Reg. (EU) 2015/1165</a>; <a href=""http://data.europa.eu/eli/reg_impl/2025/787/oj"">Reg. (EU) 2025/787</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1438270865426&uri=CELEX:02011R0540-20150701"">Reg. (EU) No 540/2011</a>";"AT, BE, BG, CY, CZ, DE, DK, EE, EL, ES, FI, FR, HR, HU, IE, IT, LT, LU, LV, MT, NL, NO, PL, PT, RO, SE, SI, SK";"Oui"
"398_sub_bnvd";"halosulfuron-methyle";"100784-20-1";"83";"Halosulfuron-methyl";"100784-20-1";"Approuvée";"2013-10-01";"2026-11-15";"EFSA";"IT";"PL";"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32006D0586:EN:NOT"">Dossier complete 06/586/EC</a>";"<a href=""http://data.europa.eu/eli/reg_impl/2023/1446/oj"">Reg. (EU) 2023/1446</a>; <a href=""http://data.europa.eu/eli/reg_impl/2025/99/oj"">Reg. (EU) 2025/99</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32013R0356:EN:NOT"">Reg. (EU) No 356/2013</a>";"BG, EL, FR, PT";"Oui"
"399_sub_bnvd";"haloxyfop-r";"72619-32-0";"768";"Haloxyfop-P (Haloxyfop-R)";"95977-29-0";"Non approuvée";"2011-01-01";"2020-12-31";"COM";"HU";"CZ";"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32010L0086:EN:NOT"">2010/86/EU</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32015R2233"">Reg. (EU) 2015/2233</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1527774079575&uri=CELEX:32018R0670"">Reg. (EU) No 2018/670</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0540:EN:NOT"">Reg. (EU) No 540/2011</a>";"<a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32020R1643&qid=1604918663225"">Reg. (EU) 2020/1643</a>; <a href=""http://data.europa.eu/eli/reg_impl/2022/801/oj"">Reg. (EU) 2022/801</a>";"";""
"400_sub_bnvd";"heptamaloxyloglucan";"870721-81-6";"772";"Heptamaloxyloglucan";"870721-81-6";"Approuvée";"2023-03-01";"2038-02-28";"EFSA";"FR";"ES";"";"<a href=""http://data.europa.eu/eli/reg_impl/2022/2315/oj"">Reg. (EU) 2022/2315</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0540:EN:NOT"">Reg. (EU) No 540/2011</a>";"FR";"Oui"
"401_sub_bnvd";"heptamethyltrisiloxane modifie polyalkylenoxide";"27306-78-1";"";"";"";"";"";"";"";"";"";"";"";"";""
"402_sub_bnvd";"hexazinone";"51235-04-2";"129";"Hexazinone";"51235-04-2";"Non approuvée";"";"";"";"";"";"";"";"";""
"403_sub_bnvd";"hexythiazox";"78587-05-0";"130";"Hexythiazox";"78587-05-0";"Approuvée";"2011-06-01";"2027-01-31";"EFSA";"FI";"SE";"";"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011L0046:EN:NOT"">2011/46/EU</a>; <a href=""http://data.europa.eu/eli/reg_impl/2024/1206/oj"">Reg. (EU) 2024/1206</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0540:EN:NOT"">Reg. (EU) No 540/2011</a>";"AT, BE, BG, CY, CZ, DE, DK, EL, ES, FI, FR, HR, HU, IT, LT, LV, MT, NL, PL, PT, SE, SI, SK";"Oui"
"404_sub_bnvd";"huile animale";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"405_sub_bnvd";"huile blanche de petrole";"9206-23-56";"";"";"";"";"";"";"";"";"";"";"";"";""
"406_sub_bnvd";"huile blanche paraffinique";"8042-47-5";"949";"Paraffin oil/(CAS 8042-47-5)";"8042-47-5";"Approuvée";"2010-01-01";"2026-11-30";"EFSA";"EL";"FR";"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32009L0117:EN:NOT"">2009/117/EC</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1603197721997&uri=CELEX:32017R0555"">Reg. (EU) 2017/555</a>";"<a href=""http://data.europa.eu/eli/reg_impl/2020/2104/oj"">Reg. (EU) 2020/2014</a>; <a href=""http://data.europa.eu/eli/reg_impl/2021/1449/oj"">Reg. (EU) 2021/1449</a>; <a href=""http://data.europa.eu/eli/reg_impl/2022/1480/oj"">Reg. (EU) 2022/1480</a>; <a href=""http://data.europa.eu/eli/reg_impl/2023/2592/oj"">Reg. (EU) 2023/2592</a>; <a href=""http://data.europa.eu/eli/reg_impl/2025/787/oj"">Reg. (EU) 2025/787</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0540:EN:NOT"">Reg. (EU) No 540/2011</a>";"AT, BE, BG, CY, DE, DK, EE, EL, ES, FI, FR, HR, HU, IT, LT, LU, LV, MT, NL, NO, PL, SE, SI";"Oui"
"407_sub_bnvd";"huile d'os";"8001-85-2";"469";"Bone Oil";"No CAS allocated";"Non approuvée";"";"";"";"";"";"";"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32008D0943:EN:NOT"">2008/943</a>";"";""
"408_sub_bnvd";"huile de colza esterifiee";"85586-25-0";"";"";"";"";"";"";"";"";"";"";"";"";""
"409_sub_bnvd";"huile de colza";"8002-13-9";"870";"Rape seed oil";"8002-13-9";"Approuvée";"2025-11-01";"2040-10-31";"EFSA";"NL";"FI";"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32008L0127:EN:NOT"">2008/127</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1531303737095&uri=CELEX:32017R0195"">Reg. (EU) 2017/195</a>";"<a href=""http://data.europa.eu/eli/reg_impl/2017/195/oj"">Reg. (EU) 2017/195</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1599215034729&uri=CELEX:32020R1160"">Reg. (EU) 2020/1160</a>; <a href=""http://data.europa.eu/eli/reg_impl/2021/745/oj"">Reg. (EU) 2021/745</a>; <a href=""http://data.europa.eu/eli/reg_impl/2022/708/oj"">Reg. (EU) 2022/708</a>; <a href=""http://data.europa.eu/eli/reg_impl/2023/1446/oj"">Reg. (EU) 2023/1446</a>; <a href=""http://data.europa.eu/eli/reg_impl/2024/2221/oj"">Reg. (EU) 2024/2221</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32013R1150:EN:NOT"">Reg. (EU) No 1150/2013</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0540:EN:NOT"">Reg. (EU) No 540/2011</a>";"AT, BE, CY, CZ, DE, DK, EL, ES, FI, FR, HU, IE, IT, LT, LU, NL, NO, PL, PT, SE, SI";"Oui"
"410_sub_bnvd";"huile de paraffine";"64742-46-7";"943";"Paraffin oil/(CAS 64742-46-7)";"64742-46-7";"Approuvée";"2010-01-01";"2021-12-31
2027-03-31";"EFSA";"EL";"FR";"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32009L0116:EN:NOT"">2009/116/EC</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32009L0116:EN:NOT"">2009/116/EC</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1603197721997&uri=CELEX:32017R0555"">Reg. (EU)2017/555</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1603197721997&uri=CELEX:32017R0555"">Reg. (EU)2017/555</a>";"<a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1603180526907&uri=CELEX:32020R1511"">Reg. (EU) 2020/1511</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1603180526907&uri=CELEX:32020R1511"">Reg. (EU) 2020/1511</a>; <a href=""http://data.europa.eu/eli/reg_impl/2021/1449/oj"">Reg. (EU) 2021/1449</a>; <a href=""http://data.europa.eu/eli/reg_impl/2022/1480/oj"">Reg. (EU) 2022/1480</a>; <a href=""http://data.europa.eu/eli/reg_impl/2022/800/oj"">Reg. (EU) 2022/800</a>; <a href=""http://data.europa.eu/eli/reg_impl/2023/2592/oj"">Reg. (EU) 2023/2592</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0540:EN:NOT"">Reg. (EU) No 540/2011</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0540:EN:NOT"">Reg. (EU) No 540/2011</a>";"AT, CY, EL, ES, FI, FR, HU, IT, PT";"Oui"
"411_sub_bnvd";"huile de paraffine";"72623-86-0";"947";"Paraffin oil/(CAS 72623-86-0)";"72623-86-0";"Approuvée";"2010-01-01";"2027-03-31
2021-12-31";"EFSA";"EL";"FR";"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32009L0116:EN:NOT"">2009/116/EC</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32009L0116:EN:NOT"">2009/116/EC</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1603197721997&uri=CELEX:32017R0555"">Reg. (EU) 2017/555</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1603197721997&uri=CELEX:32017R0555"">Reg. (EU) 2017/555</a>";"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32009L0116:EN:NOT"">Reg. (EU) 2020/1511</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32009L0116:EN:NOT"">Reg. (EU) 2020/1511</a>; <a href=""http://data.europa.eu/eli/reg_impl/2021/1449/oj"">Reg. (EU) 2021/1449</a>; <a href=""http://data.europa.eu/eli/reg_impl/2022/1480/oj"">Reg. (EU) 2022/1480</a>; <a href=""http://data.europa.eu/eli/reg_impl/2022/800/oj"">Reg. (EU) 2022/800</a>; <a href=""http://data.europa.eu/eli/reg_impl/2023/2592/oj"">Reg. (EU) 2023/2592</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0540:EN:NOT"">Reg. (EU) No 540/2011</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0540:EN:NOT"">Reg. (EU) No 540/2011</a>";"FR, HR, HU, NL";"Oui"
"412_sub_bnvd";"huile de petrole";"64742-55-8";"945
970";"Paraffin oil/(CAS 64742-55-8)
Petroleum oils/(CAS 64742-55-8/64742-57-7)";"64742-55-8";"Non approuvée";"";"";"";"";"";"";"
<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32007D0442:EN:NOT"">2007/442</a>";"";""
"413_sub_bnvd";"huile de pin";"8002-09-3";"41";"Plant oils / Pinus oil";"No CAS allocated";"Non approuvée";"";"";"";"";"";"";"";"";""
"414_sub_bnvd";"huile de poisson";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"415_sub_bnvd";"huile de resine";"8050-18-8";"";"";"";"";"";"";"";"";"";"";"";"";""
"416_sub_bnvd";"huile de ricin";"8001-79-4";"";"";"";"";"";"";"";"";"";"";"";"";""
"417_sub_bnvd";"huile de vaseline";"8042-47-5";"949";"Paraffin oil/(CAS 8042-47-5)";"8042-47-5";"Approuvée";"2010-01-01";"2026-11-30";"EFSA";"EL";"FR";"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32009L0117:EN:NOT"">2009/117/EC</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1603197721997&uri=CELEX:32017R0555"">Reg. (EU) 2017/555</a>";"<a href=""http://data.europa.eu/eli/reg_impl/2020/2104/oj"">Reg. (EU) 2020/2014</a>; <a href=""http://data.europa.eu/eli/reg_impl/2021/1449/oj"">Reg. (EU) 2021/1449</a>; <a href=""http://data.europa.eu/eli/reg_impl/2022/1480/oj"">Reg. (EU) 2022/1480</a>; <a href=""http://data.europa.eu/eli/reg_impl/2023/2592/oj"">Reg. (EU) 2023/2592</a>; <a href=""http://data.europa.eu/eli/reg_impl/2025/787/oj"">Reg. (EU) 2025/787</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0540:EN:NOT"">Reg. (EU) No 540/2011</a>";"AT, BE, BG, CY, DE, DK, EE, EL, ES, FI, FR, HR, HU, IT, LT, LU, LV, MT, NL, NO, PL, SE, SI";"Oui"
"418_sub_bnvd";"huile essentielle d'orange douce";"8028-48-6";"39";"Orange oil";"No CAS allocated";"Approuvée";"2014-05-01";"2026-12-31";"EFSA";"FR";"CZ";"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32007D0442:EN:NOT"">2007/442/EC</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32009D0438:EN:NOT"">2009/438</a>";"<a href=""http://eur-lex.europa.eu/eli/reg_impl/2018/155/oj"">Reg. (EU) 2018/155</a>; <a href=""http://data.europa.eu/eli/reg_impl/2024/1206/oj"">Reg. (EU) 2024/1206</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32013R1165:EN:NOT"">Reg. (EU) No 1165/2013</a>";"AT, BE, BG, CY, CZ, DE, EL, ES, FI, FR, HR, HU, IE, IT, LT, LU, LV, NL, NO, PL, PT, SE, SI, SK";"Oui"
