"id_bnvd";"libelle_bnvd";"cas_bnvd";"codes_h_agritox";"codes_h_atp";"categories_danger_agritox";"categories_danger_atp";"mentions_danger_agritox";"mentions_danger_atp";"cmr1";"cmr2";"t_ou_t+";"effet_sur_ou_via_allaitement";"autre_classe_danger_sante";"env_a";"env_b";"autre_classe_danger_environnement";"autre_corrosif";"autre_explosif";"autre_inflammable"
"419_sub_bnvd";"huile essentielle de girofle";"84961-50-2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"420_sub_bnvd";"huile essentielle de menthe verte";"8008-79-5";"H304
H317
H400
H410";"";"Danger par aspiration, catégorie 1
Sensibilisation cutanée, catégorie 1
Dangers pour le milieu aquatique – Danger aigu, catégorie 1
Dangers pour le milieu aquatique – Danger chronique, catégorie 1";"";"Peut être mortel en cas d’ingestion et de pénétration dans les voies respiratoires
Peut provoquer une allergie cutanée
Très toxique pour les organismes aquatiques
Très toxique pour les organismes aquatiques, entraîne des effets néfastes à long terme";"";False;False;False;False;True;True;False;False;False;False;False
"421_sub_bnvd";"huile minerale blanche";"8042-47-5";"H304";"";"Danger par aspiration, catégorie 1";"";"Peut être mortel en cas d’ingestion et de pénétration dans les voies respiratoires";"";False;False;False;False;True;False;False;False;False;False;False
"422_sub_bnvd";"huile minerale paraffinique";"8042-47-5";"H304";"";"Danger par aspiration, catégorie 1";"";"Peut être mortel en cas d’ingestion et de pénétration dans les voies respiratoires";"";False;False;False;False;True;False;False;False;False;False;False
"423_sub_bnvd";"huile vegetale";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"424_sub_bnvd";"huiles empyreumatiques";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"425_sub_bnvd";"hydramethylnon";"67485-29-4";"";"H302
H319
H372
H400
H410";"";"Toxicité aiguë (par voie orale), catégorie 4
Lésions oculaires graves/irritation oculaire, catégorie 2/2A
Toxicité spécifique pour certains organes cibles – Exposition répétée, catégorie 1
Dangers pour le milieu aquatique – Danger aigu, catégorie 1
Dangers pour le milieu aquatique – Danger chronique, catégorie 1";"";"Nocif en cas d’ingestion
Provoque une sévère irritation des yeux
Très toxique pour les organismes aquatiques
Très toxique pour les organismes aquatiques, entraîne des effets néfastes à long terme";False;False;True;False;True;True;False;False;False;False;False
"426_sub_bnvd";"hydrazide maleique";"123-33-1";"Sans classement";"";"Sans classement";"";"Sans classement";"";False;False;False;False;False;False;False;False;False;False;False
"427_sub_bnvd";"hydrolysat de proteines";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"428_sub_bnvd";"hydroxyde de potassium";"1310-58-3";"";"H302
H314";"";"Toxicité aiguë (par voie orale), catégorie 4
Corrosion/irritation cutanée, catégorie 1A";"";"Nocif en cas d’ingestion
Provoque des brûlures de la peau et des lésions oculaires graves";False;False;False;False;True;False;False;False;False;False;False
"429_sub_bnvd";"hydroxyde de sodium";"1310-73-2";"";"H314";"";"Corrosion/irritation cutanée, catégorie 1A";"";"Provoque des brûlures de la peau et des lésions oculaires graves";False;False;False;False;True;False;False;False;False;False;False
"430_sub_bnvd";"hymexazol";"10004-44-1";"H302
H317
H318
H361d
H411";"H302
H317
H318
H361d
H411";"Toxicité aiguë (par voie orale), catégorie 4
Sensibilisation cutanée, catégorie 1
Lésions oculaires graves/irritation oculaire, catégorie 1
Toxicité pour la reproduction, catégorie 2(d)
Dangers pour le milieu aquatique – Danger chronique, catégorie 2";"Toxicité aiguë (par voie orale), catégorie 4
Sensibilisation cutanée, catégorie 1
Lésions oculaires graves/irritation oculaire, catégorie 1
Toxicité pour la reproduction, catégorie 2(d)
Dangers pour le milieu aquatique – Danger chronique, catégorie 2";"Nocif en cas d’ingestion
Peut provoquer une allergie cutanée
Provoque des lésions oculaires graves
Susceptible de nuire au fœtus.
Toxique pour les organismes aquatiques, entraîne des effets néfastes à long terme";"Nocif en cas d’ingestion
Peut provoquer une allergie cutanée
Provoque des lésions oculaires graves
Susceptible de nuire au fœtus.
Toxique pour les organismes aquatiques, entraîne des effets néfastes à long terme";False;True;False;False;True;True;False;False;False;False;False
"431_sub_bnvd";"hypochlorite de sodium";"7681-52-9";"";"H314
H318
H400
H410";"";"Corrosion/irritation cutanée, catégorie 1B
Lésions oculaires graves/irritation oculaire, catégorie 1
Dangers pour le milieu aquatique – Danger aigu, catégorie 1
Dangers pour le milieu aquatique – Danger chronique, catégorie 1";"";"Provoque des brûlures de la peau et des lésions oculaires graves
Provoque des lésions oculaires graves
Très toxique pour les organismes aquatiques
Très toxique pour les organismes aquatiques, entraîne des effets néfastes à long terme";False;False;False;False;True;True;False;False;False;False;False
"432_sub_bnvd";"imazalil";"35554-44-0";"H301
H318
H332
H351
H410";"H301
H318
H332
H351
H410";"Toxicité aiguë (par voie orale), catégorie 3
Lésions oculaires graves/irritation oculaire, catégorie 1
Toxicité aiguë (par inhalation), catégorie 4
Cancérogénicité, catégorie 2
Dangers pour le milieu aquatique – Danger chronique, catégorie 1";"Toxicité aiguë (par voie orale), catégorie 3
Lésions oculaires graves/irritation oculaire, catégorie 1
Toxicité aiguë (par inhalation), catégorie 4
Cancérogénicité, catégorie 2
Dangers pour le milieu aquatique – Danger chronique, catégorie 1";"Toxique en cas d’ingestion
Provoque des lésions oculaires graves
Nocif par inhalation
Susceptible de provoquer le cancer
Très toxique pour les organismes aquatiques, entraîne des effets néfastes à long terme";"Toxique en cas d’ingestion
Provoque des lésions oculaires graves
Nocif par inhalation
Très toxique pour les organismes aquatiques, entraîne des effets néfastes à long terme";False;True;True;False;True;True;False;False;False;False;False
"433_sub_bnvd";"imazamox";"114311-32-9";"H361d
H400
H410";"H361d
H400
H410";"Toxicité pour la reproduction, catégorie 2(d)
Dangers pour le milieu aquatique – Danger aigu, catégorie 1
Dangers pour le milieu aquatique – Danger chronique, catégorie 1";"Toxicité pour la reproduction, catégorie 2(d)
Dangers pour le milieu aquatique – Danger aigu, catégorie 1
Dangers pour le milieu aquatique – Danger chronique, catégorie 1";"Susceptible de nuire au fœtus.
Très toxique pour les organismes aquatiques
Très toxique pour les organismes aquatiques, entraîne des effets néfastes à long terme";"Susceptible de nuire au fœtus.
Très toxique pour les organismes aquatiques
Très toxique pour les organismes aquatiques, entraîne des effets néfastes à long terme";False;True;False;False;False;True;False;False;False;False;False
"434_sub_bnvd";"imazaquine";"81335-37-7";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"435_sub_bnvd";"imidaclopride";"138261-41-3";"";"H301
H400
H410";"";"Toxicité aiguë (par voie orale), catégorie 3
Dangers pour le milieu aquatique – Danger aigu, catégorie 1
Dangers pour le milieu aquatique – Danger chronique, catégorie 1";"";"Toxique en cas d’ingestion
Très toxique pour les organismes aquatiques
Très toxique pour les organismes aquatiques, entraîne des effets néfastes à long terme";False;False;True;False;False;True;False;False;False;False;False
"436_sub_bnvd";"indoxacarbe";"173584-44-6";"";"H301
H317
H332
H372
H400
H410";"";"Toxicité aiguë (par voie orale), catégorie 3
Sensibilisation cutanée, catégorie 1B
Toxicité aiguë (par inhalation), catégorie 4
Toxicité spécifique pour certains organes cibles – Exposition répétée, catégorie 1
Dangers pour le milieu aquatique – Danger aigu, catégorie 1
Dangers pour le milieu aquatique – Danger chronique, catégorie 1";"";"Toxique en cas d’ingestion
Peut provoquer une allergie cutanée
Nocif par inhalation
Risque avéré d’effets graves pour le sang, le système nerveux et le cœur à la suite d’expositions répétées ou d’une exposition prolongée
Très toxique pour les organismes aquatiques
Très toxique pour les organismes aquatiques, entraîne des effets néfastes à long terme";False;False;True;False;True;True;False;False;False;False;False
"437_sub_bnvd";"iodosulfuron-methyl-sodium";"144550-36-7";"H400
H410";"H400
H410";"Dangers pour le milieu aquatique – Danger aigu, catégorie 1
Dangers pour le milieu aquatique – Danger chronique, catégorie 1";"Dangers pour le milieu aquatique – Danger aigu, catégorie 1
Dangers pour le milieu aquatique – Danger chronique, catégorie 1";"Très toxique pour les organismes aquatiques
Très toxique pour les organismes aquatiques, entraîne des effets néfastes à long terme";"Très toxique pour les organismes aquatiques
Très toxique pour les organismes aquatiques, entraîne des effets néfastes à long terme";False;False;False;False;False;True;False;False;False;False;False
"438_sub_bnvd";"ioxynil octanoate";"3861-47-0";"";"H301
H317
H319
H361d
H400
H410";"";"Toxicité aiguë (par voie orale), catégorie 3
Sensibilisation cutanée, catégorie 1
Lésions oculaires graves/irritation oculaire, catégorie 2/2A
Toxicité pour la reproduction, catégorie 2(d)
Dangers pour le milieu aquatique – Danger aigu, catégorie 1
Dangers pour le milieu aquatique – Danger chronique, catégorie 1";"";"Toxique en cas d’ingestion
Peut provoquer une allergie cutanée
Provoque une sévère irritation des yeux
Susceptible de nuire au fœtus.
Très toxique pour les organismes aquatiques
Très toxique pour les organismes aquatiques, entraîne des effets néfastes à long terme";False;True;True;False;True;True;False;False;False;False;False
"439_sub_bnvd";"ioxynil";"1689-83-4";"";"H301
H312
H319
H331
H361d
H373
H400
H410";"";"Toxicité aiguë (par voie orale), catégorie 3
Toxicité aiguë (par voie cutanée), catégorie 4
Lésions oculaires graves/irritation oculaire, catégorie 2/2A
Toxicité aiguë (par inhalation), catégorie 3
Toxicité pour la reproduction, catégorie 2(d)
Toxicité spécifique pour certains organes cibles – Exposition répétée, catégorie 2
Dangers pour le milieu aquatique – Danger aigu, catégorie 1
Dangers pour le milieu aquatique – Danger chronique, catégorie 1";"";"Toxique en cas d’ingestion
Nocif par contact cutané
Provoque une sévère irritation des yeux
Toxique par inhalation
Susceptible de nuire au fœtus.
Très toxique pour les organismes aquatiques
Très toxique pour les organismes aquatiques, entraîne des effets néfastes à long terme";False;True;True;False;True;True;False;False;False;False;False
"440_sub_bnvd";"ipconazole";"125225-28-7";"H302
H360D
H373
H410";"H302
H360D
H373
H410";"Toxicité aiguë (par voie orale), catégorie 4
Toxicité pour la reproduction, catégorie 1B(D)
Toxicité spécifique pour certains organes cibles – Exposition répétée, catégorie 2
Dangers pour le milieu aquatique – Danger chronique, catégorie 1";"Toxicité aiguë (par voie orale), catégorie 4
Toxicité pour la reproduction, catégorie 1B(D)
Toxicité spécifique pour certains organes cibles – Exposition répétée, catégorie 2
Dangers pour le milieu aquatique – Danger chronique, catégorie 1";"Nocif en cas d’ingestion
Peut nuire au fœtus.
Risque présumé d’effets graves pour les organes à la suite d’expositions répétées ou d’une exposition prolongée
Très toxique pour les organismes aquatiques, entraîne des effets néfastes à long terme";"Nocif en cas d’ingestion
Peut nuire au fœtus.
Risque présumé d’effets graves pour les yeux, la peau et le foie à la suite d’expositions répétées ou d’une exposition prolongée
Très toxique pour les organismes aquatiques, entraîne des effets néfastes à long terme";True;False;False;False;True;True;False;False;False;False;False
"441_sub_bnvd";"iprodione";"36734-19-7";"";"H351
H400
H410";"";"Cancérogénicité, catégorie 2
Dangers pour le milieu aquatique – Danger aigu, catégorie 1
Dangers pour le milieu aquatique – Danger chronique, catégorie 1";"";"Très toxique pour les organismes aquatiques
Très toxique pour les organismes aquatiques, entraîne des effets néfastes à long terme";False;True;False;False;False;True;False;False;False;False;False
"442_sub_bnvd";"iprovalicarbe";"140923-17-7";"H351";"H351";"Cancérogénicité, catégorie 2";"Cancérogénicité, catégorie 2";"Susceptible de provoquer le cancer";"";False;True;False;False;False;False;False;False;False;False;False
"443_sub_bnvd";"isofetamide";"875915-78-9";"H411";"";"Dangers pour le milieu aquatique – Danger chronique, catégorie 2";"";"Toxique pour les organismes aquatiques, entraîne des effets néfastes à long terme";"";False;False;False;False;False;True;False;False;False;False;False
"444_sub_bnvd";"isoproturon";"34123-59-6";"";"H351
H373
H400
H410";"";"Cancérogénicité, catégorie 2
Toxicité spécifique pour certains organes cibles – Exposition répétée, catégorie 2
Dangers pour le milieu aquatique – Danger aigu, catégorie 1
Dangers pour le milieu aquatique – Danger chronique, catégorie 1";"";"Risque présumé d’effets graves pour le sang à la suite d’expositions répétées ou d’une exposition prolongée
Très toxique pour les organismes aquatiques
Très toxique pour les organismes aquatiques, entraîne des effets néfastes à long terme";False;True;False;False;True;True;False;False;False;False;False
"445_sub_bnvd";"isoxaben";"82558-50-7";"H413";"H413";"Dangers pour le milieu aquatique – Danger chronique, catégorie 4";"Dangers pour le milieu aquatique – Danger chronique, catégorie 4";"Peut être nocif à long terme pour les organismes aquatiques";"Peut être nocif à long terme pour les organismes aquatiques";False;False;False;False;False;False;True;False;False;False;False
"446_sub_bnvd";"isoxadifen-ethyl";"163520-33-0";"";"H302
H317
H400
H410";"";"Toxicité aiguë (par voie orale), catégorie 4
Sensibilisation cutanée, catégorie 1
Dangers pour le milieu aquatique – Danger aigu, catégorie 1
Dangers pour le milieu aquatique – Danger chronique, catégorie 1";"";"Nocif en cas d’ingestion
Peut provoquer une allergie cutanée
Très toxique pour les organismes aquatiques
Très toxique pour les organismes aquatiques, entraîne des effets néfastes à long terme";False;False;False;False;True;True;False;False;False;False;False
"447_sub_bnvd";"isoxaflutole";"141112-29-0";"H361d
H400
H410";"H361d
H400
H410";"Toxicité pour la reproduction, catégorie 2(d)
Dangers pour le milieu aquatique – Danger aigu, catégorie 1
Dangers pour le milieu aquatique – Danger chronique, catégorie 1";"Toxicité pour la reproduction, catégorie 2(d)
Dangers pour le milieu aquatique – Danger aigu, catégorie 1
Dangers pour le milieu aquatique – Danger chronique, catégorie 1";"Susceptible de nuire au fœtus.
Très toxique pour les organismes aquatiques
Très toxique pour les organismes aquatiques, entraîne des effets néfastes à long terme";"Susceptible de nuire au fœtus.
Très toxique pour les organismes aquatiques
Très toxique pour les organismes aquatiques, entraîne des effets néfastes à long terme";False;True;False;False;False;True;False;False;False;False;False
"448_sub_bnvd";"kaolin";"1332-58-7";"Sans classement";"";"Sans classement";"";"Sans classement";"";False;False;False;False;False;False;False;False;False;False;False
"449_sub_bnvd";"kieselguhr";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"450_sub_bnvd";"kresoxim-methyl";"143390-89-0";"H351
H400
H410";"H351
H400
H410";"Cancérogénicité, catégorie 2
Dangers pour le milieu aquatique – Danger aigu, catégorie 1
Dangers pour le milieu aquatique – Danger chronique, catégorie 1";"Cancérogénicité, catégorie 2
Dangers pour le milieu aquatique – Danger aigu, catégorie 1
Dangers pour le milieu aquatique – Danger chronique, catégorie 1";"Susceptible de provoquer le cancer
Très toxique pour les organismes aquatiques
Très toxique pour les organismes aquatiques, entraîne des effets néfastes à long terme";"Très toxique pour les organismes aquatiques
Très toxique pour les organismes aquatiques, entraîne des effets néfastes à long terme";False;True;False;False;False;True;False;False;False;False;False
"451_sub_bnvd";"lactobacillus buchneri";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"452_sub_bnvd";"lactobacillus plantarum";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"453_sub_bnvd";"lambda-cyhalothrine";"91465-08-6";"H301
H312
H330
H400
H410";"H301
H312
H330
H400
H410";"Toxicité aiguë (par voie orale), catégorie 3
Toxicité aiguë (par voie cutanée), catégorie 4
Toxicité aiguë (par inhalation), catégorie 2
Dangers pour le milieu aquatique – Danger aigu, catégorie 1
Dangers pour le milieu aquatique – Danger chronique, catégorie 1";"Toxicité aiguë (par voie orale), catégorie 3
Toxicité aiguë (par voie cutanée), catégorie 4
Toxicité aiguë (par inhalation), catégorie 2
Dangers pour le milieu aquatique – Danger aigu, catégorie 1
Dangers pour le milieu aquatique – Danger chronique, catégorie 1";"Toxique en cas d’ingestion
Nocif par contact cutané
Mortel par inhalation
Très toxique pour les organismes aquatiques
Très toxique pour les organismes aquatiques, entraîne des effets néfastes à long terme";"Toxique en cas d’ingestion
Nocif par contact cutané
Mortel par inhalation
Très toxique pour les organismes aquatiques
Très toxique pour les organismes aquatiques, entraîne des effets néfastes à long terme";False;False;True;False;True;True;False;False;False;False;False
"454_sub_bnvd";"laminarine";"9008-22-4";"Sans classement";"";"Sans classement";"";"Sans classement";"";False;False;False;False;False;False;False;False;False;False;False
"455_sub_bnvd";"latex synthetique";"52831-07-9";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"456_sub_bnvd";"lauryl dipropylene triamine";"2372-82-9";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"457_sub_bnvd";"lauryl propylene diamine";"2372-82-9";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"458_sub_bnvd";"lauryl sulfate de sodium";"151-21-3";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"459_sub_bnvd";"lecanicillium muscarium souche ve6";"67892-35-7";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"460_sub_bnvd";"lecithine de soja";"8002-43-5";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"461_sub_bnvd";"lenacile";"2164-08-1";"H351
H400
H410";"H351
H400
H410";"Cancérogénicité, catégorie 2
Dangers pour le milieu aquatique – Danger aigu, catégorie 1
Dangers pour le milieu aquatique – Danger chronique, catégorie 1";"Cancérogénicité, catégorie 2
Dangers pour le milieu aquatique – Danger aigu, catégorie 1
Dangers pour le milieu aquatique – Danger chronique, catégorie 1";"Susceptible de provoquer le cancer
Très toxique pour les organismes aquatiques
Très toxique pour les organismes aquatiques, entraîne des effets néfastes à long terme";"Très toxique pour les organismes aquatiques
Très toxique pour les organismes aquatiques, entraîne des effets néfastes à long terme";False;True;False;False;False;True;False;False;False;False;False
"462_sub_bnvd";"liant cellulosique";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"463_sub_bnvd";"linuron";"330-55-2";"";"H302
H351
H360Df
H373
H400
H410";"";"Toxicité aiguë (par voie orale), catégorie 4
Cancérogénicité, catégorie 2
Toxicité pour la reproduction, catégorie 1B(Df)
Toxicité spécifique pour certains organes cibles – Exposition répétée, catégorie 2
Dangers pour le milieu aquatique – Danger aigu, catégorie 1
Dangers pour le milieu aquatique – Danger chronique, catégorie 1";"";"Nocif en cas d’ingestion
Peut nuire au fœtus. Susceptible de nuire à la fertilité.
Très toxique pour les organismes aquatiques
Très toxique pour les organismes aquatiques, entraîne des effets néfastes à long terme";True;True;False;False;True;True;False;False;False;False;False
"464_sub_bnvd";"lufenuron";"103055-07-8";"";"H317
H400
H410";"";"Sensibilisation cutanée, catégorie 1
Dangers pour le milieu aquatique – Danger aigu, catégorie 1
Dangers pour le milieu aquatique – Danger chronique, catégorie 1";"";"Peut provoquer une allergie cutanée
Très toxique pour les organismes aquatiques
Très toxique pour les organismes aquatiques, entraîne des effets néfastes à long terme";False;False;False;False;True;True;False;False;False;False;False
"465_sub_bnvd";"magnesium peroxyphtalate";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"466_sub_bnvd";"malathion";"121-75-5";"";"H302
H317
H400
H410";"";"Toxicité aiguë (par voie orale), catégorie 4
Sensibilisation cutanée, catégorie 1
Dangers pour le milieu aquatique – Danger aigu, catégorie 1
Dangers pour le milieu aquatique – Danger chronique, catégorie 1";"";"Nocif en cas d’ingestion
Peut provoquer une allergie cutanée
Très toxique pour les organismes aquatiques
Très toxique pour les organismes aquatiques, entraîne des effets néfastes à long terme";False;False;False;False;True;True;False;False;False;False;False
"467_sub_bnvd";"maltodextrine";"9050-36-6";"Sans classement";"";"Sans classement";"";"Sans classement";"";False;False;False;False;False;False;False;False;False;False;False
"468_sub_bnvd";"mancozebe";"8018-01-7";"";"H317
H351
H360D
H373
H400
H410";"";"Sensibilisation cutanée, catégorie 1
Cancérogénicité, catégorie 2
Toxicité pour la reproduction, catégorie 1B(D)
Toxicité spécifique pour certains organes cibles – Exposition répétée, catégorie 2
Dangers pour le milieu aquatique – Danger aigu, catégorie 1
Dangers pour le milieu aquatique – Danger chronique, catégorie 1";"";"Peut provoquer une allergie cutanée
Peut nuire au fœtus.
Risque présumé d’effets graves pour la thyroïde et le système nerveux à la suite d’expositions répétées ou d’une exposition prolongée
Très toxique pour les organismes aquatiques
Très toxique pour les organismes aquatiques, entraîne des effets néfastes à long terme";True;True;False;False;True;True;False;False;False;False;False
"469_sub_bnvd";"mandestrobine";"173662-97-0";"H400
H410";"H400
H410";"Dangers pour le milieu aquatique – Danger aigu, catégorie 1
Dangers pour le milieu aquatique – Danger chronique, catégorie 1";"Dangers pour le milieu aquatique – Danger aigu, catégorie 1
Dangers pour le milieu aquatique – Danger chronique, catégorie 1";"Très toxique pour les organismes aquatiques
Très toxique pour les organismes aquatiques, entraîne des effets néfastes à long terme";"Très toxique pour les organismes aquatiques
Très toxique pour les organismes aquatiques, entraîne des effets néfastes à long terme";False;False;False;False;False;True;False;False;False;False;False
"470_sub_bnvd";"mandipropamide";"374726-62-2";"H400
H410";"H400
H410";"Dangers pour le milieu aquatique – Danger aigu, catégorie 1
Dangers pour le milieu aquatique – Danger chronique, catégorie 1";"Dangers pour le milieu aquatique – Danger aigu, catégorie 1
Dangers pour le milieu aquatique – Danger chronique, catégorie 1";"Très toxique pour les organismes aquatiques
Très toxique pour les organismes aquatiques, entraîne des effets néfastes à long terme";"Très toxique pour les organismes aquatiques
Très toxique pour les organismes aquatiques, entraîne des effets néfastes à long terme";False;False;False;False;False;True;False;False;False;False;False
"471_sub_bnvd";"manebe";"12427-38-2";"";"H317
H319
H332
H361d
H400
H410";"";"Sensibilisation cutanée, catégorie 1
Lésions oculaires graves/irritation oculaire, catégorie 2/2A
Toxicité aiguë (par inhalation), catégorie 4
Toxicité pour la reproduction, catégorie 2(d)
Dangers pour le milieu aquatique – Danger aigu, catégorie 1
Dangers pour le milieu aquatique – Danger chronique, catégorie 1";"";"Peut provoquer une allergie cutanée
Provoque une sévère irritation des yeux
Nocif par inhalation
Susceptible de nuire au fœtus.
Très toxique pour les organismes aquatiques
Très toxique pour les organismes aquatiques, entraîne des effets néfastes à long terme";False;True;False;False;True;True;False;False;False;False;False
"472_sub_bnvd";"mecoprop (mcpp)";"7085-19-0";"";"H302
H315
H318
H400
H410";"";"Toxicité aiguë (par voie orale), catégorie 4
Corrosion/irritation cutanée, catégorie 2
Lésions oculaires graves/irritation oculaire, catégorie 1
Dangers pour le milieu aquatique – Danger aigu, catégorie 1
Dangers pour le milieu aquatique – Danger chronique, catégorie 1";"";"Nocif en cas d’ingestion
Provoque une irritation cutanée
Provoque des lésions oculaires graves
Très toxique pour les organismes aquatiques
Très toxique pour les organismes aquatiques, entraîne des effets néfastes à long terme";False;False;False;False;True;True;False;False;False;False;False
"473_sub_bnvd";"mecoprop-p (mcpp-p)";"16484-77-8";"H302
H318
H400
H410";"H302
H318
H400
H410";"Toxicité aiguë (par voie orale), catégorie 4
Lésions oculaires graves/irritation oculaire, catégorie 1
Dangers pour le milieu aquatique – Danger aigu, catégorie 1
Dangers pour le milieu aquatique – Danger chronique, catégorie 1";"Toxicité aiguë (par voie orale), catégorie 4
Lésions oculaires graves/irritation oculaire, catégorie 1
Dangers pour le milieu aquatique – Danger aigu, catégorie 1
Dangers pour le milieu aquatique – Danger chronique, catégorie 1";"Nocif en cas d’ingestion
Provoque des lésions oculaires graves
Très toxique pour les organismes aquatiques
Très toxique pour les organismes aquatiques, entraîne des effets néfastes à long terme";"Nocif en cas d’ingestion
Provoque des lésions oculaires graves
Très toxique pour les organismes aquatiques
Très toxique pour les organismes aquatiques, entraîne des effets néfastes à long terme";False;False;False;False;True;True;False;False;False;False;False
"474_sub_bnvd";"mefenpyr-diethyl";"135590-91-9";"H411";"";"Dangers pour le milieu aquatique – Danger chronique, catégorie 2";"";"Toxique pour les organismes aquatiques, entraîne des effets néfastes à long terme";"";False;False;False;False;False;True;False;False;False;False;False
"475_sub_bnvd";"mefentrifluconazole";"1417782-03-6";"H317
H400
H410";"H317
H400
H410";"Sensibilisation cutanée, catégorie 1
Dangers pour le milieu aquatique – Danger aigu, catégorie 1
Dangers pour le milieu aquatique – Danger chronique, catégorie 1";"Sensibilisation cutanée, catégorie 1
Dangers pour le milieu aquatique – Danger aigu, catégorie 1
Dangers pour le milieu aquatique – Danger chronique, catégorie 1";"Peut provoquer une allergie cutanée
Très toxique pour les organismes aquatiques
Très toxique pour les organismes aquatiques, entraîne des effets néfastes à long terme";"Peut provoquer une allergie cutanée
Très toxique pour les organismes aquatiques
Très toxique pour les organismes aquatiques, entraîne des effets néfastes à long terme";False;False;False;False;True;True;False;False;False;False;False
"476_sub_bnvd";"mefluidide (sel de diethanolamine)";"53780-36-2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"477_sub_bnvd";"mepanipyrim";"110235-47-7";"H351
H400
H410";"H351
H400
H410";"Cancérogénicité, catégorie 2
Dangers pour le milieu aquatique – Danger aigu, catégorie 1
Dangers pour le milieu aquatique – Danger chronique, catégorie 1";"Cancérogénicité, catégorie 2
Dangers pour le milieu aquatique – Danger aigu, catégorie 1
Dangers pour le milieu aquatique – Danger chronique, catégorie 1";"Susceptible de provoquer le cancer
Très toxique pour les organismes aquatiques
Très toxique pour les organismes aquatiques, entraîne des effets néfastes à long terme";"Très toxique pour les organismes aquatiques
Très toxique pour les organismes aquatiques, entraîne des effets néfastes à long terme";False;True;False;False;False;True;False;False;False;False;False
"478_sub_bnvd";"mepiquat-chlorure";"24307-26-4";"H301
H332
H412";"H301
H332
H412";"Toxicité aiguë (par voie orale), catégorie 3
Toxicité aiguë (par inhalation), catégorie 4
Dangers pour le milieu aquatique – Danger chronique, catégorie 3";"Toxicité aiguë (par voie orale), catégorie 3
Toxicité aiguë (par inhalation), catégorie 4
Dangers pour le milieu aquatique – Danger chronique, catégorie 3";"Toxique en cas d’ingestion
Nocif par inhalation
Nocif pour les organismes aquatiques, entraîne des effets néfastes à long terme";"Toxique en cas d’ingestion
Nocif par inhalation
Nocif pour les organismes aquatiques, entraîne des effets néfastes à long terme";False;False;True;False;True;False;True;False;False;False;False
"479_sub_bnvd";"meptyldinocap";"131-72-6";"H317
H332
H400
H410";"";"Sensibilisation cutanée, catégorie 1
Toxicité aiguë (par inhalation), catégorie 4
Dangers pour le milieu aquatique – Danger aigu, catégorie 1
Dangers pour le milieu aquatique – Danger chronique, catégorie 1";"";"Peut provoquer une allergie cutanée
Nocif par inhalation
Très toxique pour les organismes aquatiques
Très toxique pour les organismes aquatiques, entraîne des effets néfastes à long terme";"";False;False;False;False;True;True;False;False;False;False;False
"480_sub_bnvd";"mesosulfuron-methyl";"208465-21-8";"H400
H410";"H400
H410";"Dangers pour le milieu aquatique – Danger aigu, catégorie 1
Dangers pour le milieu aquatique – Danger chronique, catégorie 1";"Dangers pour le milieu aquatique – Danger aigu, catégorie 1
Dangers pour le milieu aquatique – Danger chronique, catégorie 1";"Très toxique pour les organismes aquatiques
Très toxique pour les organismes aquatiques, entraîne des effets néfastes à long terme";"Très toxique pour les organismes aquatiques
Très toxique pour les organismes aquatiques, entraîne des effets néfastes à long terme";False;False;False;False;False;True;False;False;False;False;False
